tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,1.0,70,1,10,69.05,,98.38,,10,20,70,20,10,10,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
sometimes you just have to send death threats to your animal crossing villagers,0.0,249,1,13,53.56,99,30.98,1,13,30.77,92.31,53.85,38.46,15.38,15.38,0,0,15.38,0,0,0,7.69,0,0,15.38,7.69,7.69,0,0,23.08,0,0,7.69,0,0,7.69,7.69,0,7.69,0,0,0,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,30.77,7.69,0,0,7.69,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,15.38,0,0,0,0,0,0,7.69,0,0,7.69,0,7.69,0,0,0,0,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0
"too many words, not enough pictures",0.0,279,1,6,10.19,1,,,6,16.67,83.33,50,50,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,16.67,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,1.0,128,1,16,26.1,1,99,,8,12.5,93.75,81.25,68.75,25,25,25,0,0,0,0,0,18.75,12.5,6.25,18.75,25,6.25,0,0,25,6.25,0,0,0,0,0,25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,12.5,0,0,12.5,0,0,0,6.25,0,12.5,6.25,6.25,0,6.25,0,0,25,0,0,0,6.25,18.75,0,0
"@gough_hayden This art is giving me Mario Strikers Charged concept art vibes. This is really nice!",0.0,292,1,16,5.64,11.66,15.38,96.74,8,25,68.75,50,37.5,18.75,6.25,6.25,0,0,0,0,12.5,12.5,0,0,0,12.5,6.25,0,0,18.75,6.25,0,0,0,0,0,25,0,12.5,6.25,0,0,0,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,25,6.25,0,0,6.25,0,12.5,0
Friday Night Dinners will never be the same. So sad. #PaulRitter,0.0,254,1,11,1.5,1,99,1,3.67,18.18,90.91,63.64,45.45,0,0,0,0,0,0,0,0,9.09,9.09,0,0,18.18,18.18,9.09,9.09,18.18,18.18,0,0,0,0,0,45.45,9.09,9.09,0,0,0,0,0,9.09,0,9.09,0,9.09,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,27.27,0,0,9.09,0,0,0,0,0,27.27,18.18,0,0,0,0,9.09,0
Is there anything more “Dad” than calling your dad for his social security number and him saying “I don’t know call your mother” ???,0.0,327,1,23,2.08,99,4.38,,23,13.04,95.65,73.91,56.52,26.09,21.74,4.35,0,8.7,8.7,0,4.35,17.39,0,0,8.7,8.7,4.35,8.7,4.35,17.39,8.7,8.7,13.04,13.04,0,0,21.74,0,13.04,4.35,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,43.48,8.7,0,0,0,0,8.7,30.43,13.04,0,4.35,17.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,8.7,4.35,0,0,4.35,0,0,0,0,0,8.7,0,0,0,0,0,0,34.78,0,0,13.04,0,4.35,17.39,0
"Angela Merkel: doctorate in Quantum Chemistry

Leo Varadkar: worked for years as a GP

Boris Johnson: once accidentally called ping-pong “wiff-waff”",0.0,198,1,21,97.56,,24.32,,21,38.1,42.86,38.1,23.81,0,0,0,0,0,0,0,0,9.52,4.76,4.76,14.29,0,4.76,4.76,0,9.52,0,9.52,4.76,0,4.76,0,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,9.52,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,4.76,0,0,0,9.52,9.52,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0
I watched the first two episodes of American Horror Stories and holy shit it was so bad,0.0,230,1,17,29.85,2.18,1.39,1,17,23.53,94.12,70.59,52.94,11.76,5.88,5.88,0,0,0,0,5.88,17.65,5.88,11.76,5.88,5.88,5.88,11.76,0,11.76,17.65,11.76,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,23.53,5.88,11.76,11.76,0,11.76,5.88,0,0,5.88,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,5.88,0,5.88,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",1.0,121,1,20,54.7,89.5,99,99,20,35,85,60,40,10,10,5,5,0,0,0,0,5,0,5,15,10,10,0,0,20,5,5,5,5,0,0,20,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,5,5,0,15,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,20,0,5,15,0,0,0,10,0,10,5,0,0,0,0,0,15,0,0,0,0,5,10,0
hey quick question is it fall or spring???,1.0,45,1,8,5.64,1.71,99,,8,12.5,87.5,62.5,37.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,12.5,12.5,0,0,0,0,0,50,0,25,12.5,0,0,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,12.5,0,12.5,0,12.5,12.5,0,0,0,37.5,0,0,37.5,0,0,0,0
"@DexterJManning This game was the best $4.95 dollars I've ever spent Dex, can't wait for your next game! :)",0.0,293,1,19,12.74,14.81,70.28,92.27,9.5,10.53,89.47,73.68,42.11,15.79,10.53,5.26,0,5.26,0,0,5.26,15.79,5.26,5.26,5.26,15.79,5.26,0,5.26,26.32,10.53,5.26,5.26,0,5.26,0,31.58,5.26,5.26,0,0,5.26,0,0,5.26,0,5.26,5.26,0,5.26,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,21.05,10.53,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,15.79,15.79,5.26,0,5.26,5.26,0,0,0,47.37,5.26,5.26,0,5.26,10.53,21.05,0
Cicadas are fucking ugly and I’ve had the misfortune of seeing one at eye level two times this summer,0.0,189,1,19,52.34,3.34,70.28,1,19,15.79,94.74,63.16,52.63,10.53,5.26,5.26,0,0,0,0,5.26,21.05,5.26,10.53,10.53,15.79,0,5.26,0,21.05,5.26,10.53,0,0,0,0,26.32,0,0,0,0,0,0,0,0,0,15.79,0,10.53,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,15.79,0,0,5.26,10.53,0,0,10.53,10.53,5.26,0,0,0,0,0,0,5.26,0,0,0,0,5.26,0,0
Excited for this fall voxbox! #complimentary @Influenster https://t.co/8VtOfkSam5,0.0,310,1,8,89.52,,89.39,99,4,37.5,75,25,25,12.5,0,0,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,12.5,12.5,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,12.5,0,25,0
True bliss is laying in an ice cold bath during the hottest part of the year,0.0,289,1,16,99,11.66,99,96.74,16,6.25,93.75,81.25,43.75,0,0,0,0,0,0,0,0,18.75,18.75,0,18.75,6.25,0,0,0,12.5,18.75,12.5,0,0,0,0,31.25,0,12.5,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,25,0,6.25,12.5,0,0,12.5,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If I invite you over for dinner, it’s my intentions of paying and making everything as my gift to you as my guest",0.0,308,1,23,14.64,40.06,92.58,,23,8.7,100,73.91,69.57,34.78,26.09,17.39,0,8.7,0,0,8.7,13.04,0,0,26.09,4.35,0,17.39,0,8.7,0,0,0,0,0,0,21.74,4.35,13.04,0,8.7,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,21.74,8.7,8.7,0,0,0,0,13.04,0,4.35,0,0,0,0,0,0,4.35,0,0,0,4.35,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,4.35,0,0,0,0,0,0,8.7,0,4.35,0,0,4.35,0,0
"@wynwok @Hypnoteq @lenoonsbread @S_C_Perera @guardian We are tackling men on inclusivity.

As I said, you don't want to hear or see it because you refuse to read more than newspapers, you don't read actual experiences, you don't read our conversations because you're too hateful to care.",0.0,301,1,46,6.11,99,1.81,3.88,23,26.09,84.78,71.74,50,19.57,17.39,2.17,4.35,10.87,0,0,2.17,2.17,0,0,13.04,10.87,2.17,10.87,6.52,30.43,2.17,2.17,8.7,4.35,0,4.35,23.91,0,10.87,0,4.35,2.17,2.17,0,4.35,0,6.52,2.17,4.35,2.17,0,2.17,0,2.17,0,0,28.26,10.87,2.17,0,2.17,2.17,4.35,17.39,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,2.17,6.52,0,2.17,0,2.17,2.17,0,0,2.17,10.87,0,0,0,0,0,0,34.78,4.35,6.52,0,0,8.7,15.22,0
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,1.0,154,1,22,94.5,86.82,20.79,1,22,9.09,86.36,59.09,40.91,13.64,13.64,4.55,0,0,0,4.55,0,22.73,13.64,0,9.09,0,0,4.55,0,13.64,4.55,9.09,0,0,0,0,13.64,4.55,0,0,0,0,0,0,0,0,4.55,0,4.55,4.55,0,4.55,0,0,4.55,0,18.18,4.55,0,0,0,0,4.55,13.64,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,0,0,9.09,9.09,0,4.55,0,4.55,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@whoislici I think you're so cool! :)",0.0,267,1,7,1,97.11,97.09,99,3.5,14.29,85.71,85.71,42.86,28.57,28.57,14.29,0,14.29,0,0,0,0,0,0,0,14.29,14.29,14.29,0,28.57,14.29,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,0,0,28.57,28.57,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,0,14.29,14.29,0,0,0,71.43,0,0,0,14.29,14.29,42.86,0
I wanna hurry up and get my 2nd dose of the vaccine😖😖 2 more weeks😢,0.0,188,1,15,96.08,1.24,93.95,,15,6.67,100,80,60,13.33,13.33,13.33,0,0,0,0,0,26.67,6.67,13.33,20,0,0,6.67,0,6.67,13.33,26.67,0,0,0,0,20,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,6.67,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,13.33,0,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,20
"No offense, but I actually really enjoy seeing what music everyone is jamming to via social media. Keep doing that cause music is cool",0.0,252,1,24,5.64,6.61,3.81,99,12,16.67,91.67,66.67,54.17,16.67,4.17,4.17,0,0,0,0,12.5,8.33,0,0,8.33,12.5,8.33,4.17,4.17,20.83,4.17,0,0,0,0,0,33.33,8.33,16.67,0,4.17,0,0,8.33,4.17,0,12.5,12.5,0,4.17,4.17,0,0,0,0,0,12.5,8.33,0,0,0,0,8.33,4.17,0,0,0,0,8.33,0,0,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,16.67,0,0,0,4.17,8.33,4.17,0,0,8.33,0,0,0,0,0,0,8.33,4.17,4.17,0,0,0,0,0
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1.0,149,1,17,98.34,1,99,1,17,5.88,100,64.71,41.18,5.88,5.88,5.88,0,0,0,0,0,17.65,11.76,0,17.65,0,5.88,5.88,0,17.65,5.88,0,17.65,0,0,17.65,29.41,0,0,0,0,0,0,0,0,0,23.53,5.88,17.65,0,0,0,0,0,0,17.65,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,23.53,0,11.76,17.65,0,0,0,17.65,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88
"If you joined our girl friend group, you’ll literally break up with your bf sooner or later",0.0,304,1,17,16.49,99,97.97,95.42,17,5.88,88.24,70.59,47.06,23.53,23.53,0,5.88,17.65,0,0,0,11.76,0,0,11.76,5.88,0,11.76,0,11.76,11.76,0,29.41,29.41,0,0,35.29,0,11.76,0,0,0,11.76,0,11.76,0,5.88,5.88,0,0,0,0,0,0,0,0,47.06,0,0,0,0,0,0,47.06,0,17.65,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,11.76,5.88,0,11.76,5.88,5.88,0,0,0,11.76,0,5.88,0,0,5.88,0,0
who up? who on norco?,0.0,278,1,5,89.52,99,63.35,,2.5,0,80,80,80,40,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0
my professor has been fighting with his dog most of class lmao,0.0,223,1,12,26.1,6.61,3.81,20.23,12,16.67,91.67,66.67,66.67,25,25,16.67,0,0,8.33,0,0,25,0,0,16.67,16.67,0,0,0,16.67,8.33,8.33,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,8.33,25,8.33,0,0,8.33,0,0,16.67,0,0,0,8.33,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0
What a Race ! #sarcastic #WTF1 https://t.co/zRtL5alnoT,1.0,16,1,6,89.52,,,1,3,16.67,83.33,50,33.33,16.67,0,0,0,0,0,0,16.67,16.67,16.67,33.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,16.67,0,33.33,0
Pernille deserves better,0.0,206,1,3,,,1,99,3,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,33.33,0,33.33,0,33.33,0,0,33.33,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Most people have security cameras for protection. Ours acts as a DVR,1.0,85,1,12,89.52,99,,,6,25,83.33,50,50,8.33,8.33,0,8.33,0,0,0,0,16.67,8.33,0,16.67,8.33,0,8.33,0,8.33,8.33,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",1.0,34,1,15,10.19,10.48,19.26,99,7.5,60,86.67,60,46.67,20,6.67,6.67,0,0,0,0,13.33,13.33,0,0,6.67,6.67,13.33,0,0,6.67,6.67,6.67,6.67,6.67,0,0,33.33,0,26.67,0,0,6.67,13.33,6.67,6.67,0,13.33,13.33,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0,6.67,0,0,6.67,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,6.67,0,6.67,0,0,0,0,0,0,26.67,0,13.33,0,6.67,0,6.67,6.67
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,1.0,107,1,15,77.34,77.41,1.91,99,7.5,20,86.67,60,46.67,20,20,13.33,0,6.67,0,0,0,13.33,6.67,0,13.33,6.67,0,0,0,13.33,6.67,0,6.67,6.67,6.67,0,20,0,13.33,0,0,13.33,0,0,0,0,20,20,0,13.33,13.33,0,0,0,0,0,20,6.67,6.67,6.67,0,0,6.67,13.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,26.67,6.67,0,0,6.67,0,13.33,0
Just sang all the small things at a karaoke bar in Barcelona,0.0,250,1,12,99,,3.81,,12,16.67,83.33,75,58.33,8.33,0,0,0,0,0,0,8.33,25,16.67,0,16.67,0,8.33,0,0,8.33,8.33,16.67,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,8.33,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 minutes into the book and I already hate the main character. Lovely,1.0,96,1,13,89.52,7.93,98.89,20.23,6.5,23.08,92.31,76.92,46.15,7.69,7.69,7.69,0,0,0,0,0,15.38,15.38,7.69,7.69,0,7.69,7.69,0,7.69,15.38,7.69,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,15.38,7.69,7.69,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,15.38,7.69,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0
Is spunk a slur?,1.0,111,1,4,89.52,,,,4,0,50,50,50,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,25,0,0,0,0
"Conservatives really are the scum of the earth, no one can convince me otherwise",0.0,305,1,14,18.12,1,24.32,1,14,21.43,92.86,64.29,64.29,14.29,7.14,7.14,0,0,0,0,7.14,14.29,14.29,0,7.14,14.29,7.14,7.14,7.14,14.29,0,0,7.14,0,0,7.14,50,14.29,28.57,7.14,0,7.14,0,7.14,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,21.43,14.29,0,0,0,7.14,0,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0
"Thank you twitter for deciding to completely reset your list of the ""suggested topics to follow"" I've clicked to ignore (all of them), so now I'm back to seeing hundreds of them, every time. Really appreciate you doing that.",1.0,41,1,39,45.8,98.04,48.76,91.4,19.5,17.95,87.18,76.92,64.1,20.51,17.95,5.13,0,7.69,0,5.13,2.56,15.38,2.56,2.56,20.51,7.69,10.26,2.56,0,20.51,0,7.69,0,0,0,0,25.64,5.13,10.26,5.13,0,0,0,5.13,0,0,5.13,5.13,0,2.56,2.56,0,0,0,0,0,23.08,10.26,5.13,2.56,0,0,5.13,12.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,2.56,0,2.56,2.56,0,0,5.13,2.56,5.13,0,0,0,0,0,0,25.64,5.13,5.13,0,0,5.13,10.26,0
Been allergic to peanuts for over a decade but still crave PB&amp;J all the time,0.0,239,1,17,98.34,12.77,83.69,,17,11.76,82.35,64.71,52.94,0,0,0,0,0,0,0,0,17.65,11.76,0,17.65,5.88,5.88,5.88,0,11.76,0,11.76,0,0,0,0,29.41,5.88,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,5.88,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,11.76,5.88,0,0,5.88,0,0,0,11.76,5.88,0,0,0,0,0,0,0,11.76,0,0,0,0,0,11.76,0
"@netflix the good shows that were cancelled for this to happen: 👁️👄👁️",0.0,347,1,11,89.52,,,99,11,18.18,81.82,63.64,54.55,18.18,0,0,0,0,0,0,18.18,27.27,9.09,0,18.18,9.09,0,0,0,18.18,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,18.18,0,0,0,0,0,18.18,27.27
"My official ranking of holidays: 
1. Halloween 
2. Valentine's Day
3. New Year's Eve
3.5. New Year's Day
That's it, folks",0.0,233,1,21,56.86,67.92,99,99,4.2,23.81,95.24,52.38,19.05,14.29,4.76,4.76,0,0,0,0,9.52,9.52,0,19.05,4.76,4.76,0,0,0,4.76,14.29,19.05,14.29,4.76,4.76,9.52,38.1,0,0,0,0,0,0,0,0,0,19.05,19.05,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,9.52,4.76,4.76,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,0,0,0,0,0,0,33.33,0,4.76,0,0,0,0,0,0,52.38,23.81,4.76,0,0,19.05,4.76,0
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",1.0,136,1,19,89.52,90.88,1,92.27,19,10.53,73.68,52.63,47.37,5.26,5.26,0,0,5.26,0,0,0,15.79,10.53,0,10.53,10.53,0,5.26,0,15.79,0,5.26,0,0,0,0,10.53,5.26,5.26,0,0,5.26,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,10.53,0,0,0,10.53,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,5.26,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,10.53,0,0,0,0,0
I live for the great British weather!,1.0,172,1,7,99,1,97.09,99,7,28.57,85.71,85.71,42.86,14.29,14.29,14.29,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,14.29,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0
